Date,Day,Event,Location,Address,County,City,Region,LAT,LON
2/11/2024,Sunday,New Mount Zion Baptist Church Services,New Mount Zion Baptist Church,"171 West 140th Street, New York, NY",New York,New York,New York City,40.8183946,-73.9406427
2/13/2024,Tuesday,Mohawk Valley Budget Event,Herkimer Community College,"100 Reservoir Road, Herkimer, NY",Herkimer,Herkimer,Mohawk Valley,43.0325,-75.0077778
2/14/2024,Wednesday,Public Safety Press Conference,,"250 Vesey Street, New York, NY",New York,New York,New York City,40.7144361,-74.0158043
2/15/2024,Thursday,Partnerships for NYC Board Meeting,,"45 Rockefeller Plaza, New York, NY",New York,New York,New York City,40.7592576,-73.9799569
2/15/2024,Thursday,New York Times Opinion Valentines Day Party,,"620 Eighth Avenue, New York, NY",New York,New York,New York City,40.75728639,-73.99010003
2/15/2024,Thursday,United Jewish Appeal Lawyers Division Annual Event,The Pierre,"2 East 61st Street, New York, NY",New York,New York,New York City,40.7652979,-73.9718447
2/16/2024,Friday,Kensington Expressway Announcement,Edward Saunders CAO Community Center,"2777 Bailey Avenue, Buffalo, NY",Erie,Buffalo,Western New York,42.9303043,-78.8131114
2/16/2024,Friday,Abortion Access Press Conference,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
2/18/2024,Sunday,Governors Caucus Weekend Reception,New York State Museum,"4th Floor Terrace     222 Madison Ave, Albany, NY",Albany,Albany,Capital Region,42.648013,-73.759973
2/18/2024,Sunday,Annual Scholarship Gala,Empire State Convention Center,"279 Madison Avenue, Albany, NY",Albany,Albany,Capital Region,42.648995,-73.7614185
2/20/2024,Tuesday,Tour Monroe Community College Technology Center,Monroe Community College Brighton Campus,"1000 East Henrietta Road, Rochester, NY",Monroe,Rochester,Finger Lakes,43.1014464,-77.6099191
2/20/2024,Tuesday,Finger Lakes Budget Event,Monroe Community College Brighton Campus,"1000 East Henrietta Road, Rochester, NY",Monroe,Rochester,Finger Lakes,43.1014464,-77.6099191
2/20/2024,Tuesday,Tour of Global Foundries,GlobalFoundries Headquarters,"400 Stone Break Road Extension, Malta, NY",Saratoga,Malta,Capital Region,40.704775,-74.009746
2/20/2024,Tuesday,CHIPS Announcement,GlobalFoundries Headquarters,"400 Stone Break Road Extension, Malta, NY",Saratoga,Malta,Capital Region,40.704775,-74.009746
2/21/2024,Wednesday,Google’s New York Office Ribbon Cutting Ceremony,St. John Terminal,"550 Washington Street, New York, NY",New York,New York,New York City,40.728967,-74.00982647
2/21/2024,Wednesday,Mental Health Press Conference,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
2/25/2024,Sunday,Chinatown Lunar New Year Parade,,"Hester Street and Mott Street, New York, NY",New York,New York,New York City,40.717596,-73.996327
2/26/2024,Monday,Visit Long Island Islamic Center of Melville,Long Island Islamic Center of Melville,"118 Old East Neck Road, Melville, NY",Suffolk,Melville,Long Island,40.7828851,-73.4010742
2/28/2024,Wednesday,Youth Mental Health Event,Mohonasen High School,"2072 Curry Road, Schenectady, NY",Schenectady,Schenectady,Capital Region,42.774888,-73.952497
2/28/2024,Wednesday,State of the Judiciary Address,Court of Appeals Hall,"20 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6522485,-73.7538426
2/28/2024,Wednesday,Reception for Commissioner Erik Kulleseid,The Copper Crow,"904 Broadway, Albany, NY",Albany,Albany,Capital Region,42.6611829,-73.7450963
2/28/2024,Wednesday,New York State Association of Counties Reception,Executive Mansion,"138 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6467004,-73.7608686
2/28/2024,Wednesday,Consul General of Canada New York Partnership Reception,Renaissance Hotel,"144 State Street, Albany, NY",Albany,Albany,Capital Region,42.6508897,-73.7555157
2/28/2024,Wednesday,Cannabis Press Conference ,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
2/29/2024,Thursday,Citizens Budget Commission Annual Gala,Cipriani Wall Street,"55 Wall Street, New York, NY",New York,New York,New York City,40.7059031,-74.0093449
3/1/2024,Friday,Southern Tier Budget Event,Binghamton University ITC Campus,"25-85 Murray Hill Road, Vestal, NY",Broome,Vestal,Southern Tier,42.092011,-75.960386
3/1/2024,Friday,Friends of Sinn Féin USA Irish Unity Summit,Cooper Union,"7 East 7th Street, New York, NY",New York,New York,New York City,40.72953690001749,-73.99052264886987
3/2/2024,Saturday,Citation Presentation at Nine Pin Cider,Nine Pin Cider Works,"929 Broadway, Albany, NY",Albany,Albany,Capital Region,42.6617781,-73.7436311
3/4/2024,Monday,New York State Farm Bureau Reception,Empire State Convention Center,"279 Madison Avenue, Albany, NY",Albany,Albany,Capital Region,42.648995,-73.7614185
3/5/2024,Tuesday,McKinsey & Company Future of New York Summit & Dinner,Morgan Library & Museum,"225 Madison Avenue, New York, NY",New York,New York,New York City,40.7492685,-73.9814652
3/5/2024,Tuesday,National Women’s Hall of Fame Induction Ceremony,Cipriani Wall Street,"55 Wall Street, New York, NY",New York,New York,New York City,40.7059031,-74.0093449
3/6/2024,Wednesday,Subway Safety Event,Rail Control Center,"354 West 54th Street, New York, NY",New York,New York,New York City,40.7652196,-73.9855426
3/6/2024,Wednesday,New York County Lawyers Association Gala,The Hotel Pierre,"2 East 61st Street, New York, NY",New York,New York,New York City,40.7652979,-73.9718447
3/7/2024,Thursday,Regional Plan Association Board Meeting,Amazon Flagship Building,"424 Fifth Avenue, New York, NY",New York,New York,New York City,40.9175438,-73.806371
3/9/2024,Saturday,"Wake Services for A. J. Smullen, Son of Assemblymember Robert Smullen",St. John’s Episcopal Church,"1 North Market Street, Johnstown, NY",Fulton,Johnstown,Mohawk Valley,43.0067767,-74.3731766
3/9/2024,Saturday,Hispanic Federation Roundtable,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
3/11/2024,Monday,United Federation of Teachers Albany Lobby Day Luncheon ,Empire State Convention Center,"279 Madison Avenue, Albany, NY",Albany,Albany,Capital Region,42.648995,-73.7614185
3/11/2024,Monday,St. Patrick’s Irish Heritage Reception,Executive Mansion,"138 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6467004,-73.7608686
3/11/2024,Monday,American Irish Legislators Society of New York Annual Dinner ,Hibernian Hall ,"375 Ontario Street, Albany, NY",Albany,Albany,Capital Region,42.6575772,-73.785997
3/12/2024,Tuesday,Retail Theft Event,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
3/12/2024,Tuesday,New York State Animal Protection Federation Award Presentation,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
3/12/2024,Tuesday,Ghost Vehicle Press Conference,,"104 Sunken Garden Loop, New York, NY",New York,New York,New York City,40.7858941,-73.9347759
3/13/2024,Wednesday,St. Patrick’s Day Parade Gala,New York Marriott Marquis,"1535 Broadway, New York, NY",New York,New York,New York City,40.758597,-73.9861935
3/13/2024,Wednesday,The Shed Opening Night Celebration of “The Effect”,Griffin Theater at The Shed,"545 West 30th Street, New York, NY",New York,New York,New York City,40.7532813,-74.0026711
3/14/2024,Thursday,South Fork Wind Event,"SUNY Stony Brook of Southampton, Chancellors Hall","39 Tuckahoe Rd, Southampton, NY 11968",Suffolk,Southampton,Long Island,40.8884446,-72.4427747
3/14/2024,Thursday,Roundtable with East End Town Supervisors,"SUNY Stony Brook of Southampton, Chancellors Hall","39 Tuckahoe Rd, Southampton, NY 11968",Suffolk,Southampton,Long Island,40.8884446,-72.4427747
3/15/2024,Friday,Buffalo Irish Center’s Annual Civic Luncheon,Buffalo Irish Center,"245 Abbott Road, Buffalo, NY",Erie,Buffalo,Western New York,42.8544132,-78.8210428
3/15/2024,Friday,Irish Consulate’s St. Patrick’s Day Reception ,,"345 Park Avenue, New York, NY",New York,New York,New York City,40.757756,-73.9722725
3/16/2024,Saturday,New York City St. Patrick’s Day Parade,,"43rd Street and 5th Avenue, New York, NY",New York,New York,New York City,40.762966,-73.973968
3/16/2024,Saturday,Visit Rosie O’Grady’s Restaurant,Rosie O’Grady’s Restaurant,"148 West 51st Street, New York, NY",New York,New York,New York City,40.7613487,-73.9822791
3/16/2024,Saturday,Archbishop Timothy Dolan’s St. Patrick’s Day Luncheon ,Cardinal Dolan Residence,"452 Madison Avenue, New York, NY",New York,New York,New York City,42.6526693,-73.7685771
3/18/2024,Monday,Return Ceremony for Fallen New York National Guard Soldiers,Army Aviation Support Facility,"333 Old Niskayuna Road, Latham, NY",Albany,Latham,Capital Region,42.7437696,-73.7928104
3/19/2024,Tuesday,New York State Auto Dealers Association Breakfast,Renaissance Albany Hotel,"144 State Street, Albany, NY",Albany,Albany,Capital Region,42.6508897,-73.7555157
3/19/2024,Tuesday,Contraception Access Press Conference,Albany Health Center,"920 Lark Drive, Albany, NY",Albany,Albany,Capital Region,42.6618777,-73.7480019
3/20/2024,Wednesday,Women’s History Month Reception,Executive Mansion,"138 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6467004,-73.7608686
3/22/2024,Friday,Funeral Services for Chief Warrant Officer Casey Frankoski,Parish of St. John the Evangelist and St. Joseph,"54 Herrick Street, Rensselaer, NY",Rensselaer,Rensselaer,Capital Region,42.6403512,-73.7388137
3/22/2024,Friday,New York State Brewers Association Governor’s Excelsior Craft Beer Cup,Albany Capital Center ,"55 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.650131,-73.7564044
3/23/2024,Saturday,Peaceful Valley Maple Weekend Breakfast,,"116 Lagrange Road, Johnstown, NY",Fulton,Johnstown,Mohawk Valley,43.029252,-74.3997153
3/25/2024,Monday,Labor Bill Signing,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
3/26/2024,Tuesday,Funeral Services for Chief Warrant Officer John Grassia III,St. John the Evangelist Church,"806 Union Street, Schenectady, NY",Schenectady,Schenectady,Capital Region,42.811983,-73.9286273
3/28/2024,Thursday,Photo with Roberts Wesleyan University Men’s Volleyball Team,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
3/29/2024,Friday,Wake Services for Fallen NYPD Officer Jonathan Diller,Massapequa Funeral Home,"4980 Merrick Road, Massapequa, NY",Nassau,Massapequa,Long Island,40.6661479,-73.4513726
3/30/2024,Saturday,Easter Egg Roll ,Executive Mansion,"138 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6467004,-73.7608686
4/5/2024,Friday,Earthquake Press Conference ,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
4/8/2024,Monday,Eclipse Viewing Event,Terrapin Point,"30 Goat Island Loop, Niagara Falls, NY",Niagara,Niagara Falls,Western New York,43.039093,-77.699063
4/10/2024,Wednesday,National Action Network Annual Convention Ribbon Cutting,Sheraton New York Times Square Hotel,"811 7th Avenue, New York, NY",New York,New York,New York City,40.7627309,-73.9816563
4/15/2024,Monday,FY 2025 Budget Announcement,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
4/17/2024,Wednesday,500th Anniversary of Giovanni de Verrazano’s Exploration of New York Harbor,Battery Park Verrazzano Statue,"State Street and Battery Place, New York, NY",New York,New York,New York City,40.702352,-74.013767
4/18/2024,Thursday,Coca Cola Fairlife Groundbreaking Ceremony,,"655 Basket Road, Webster, NY",Monroe,Webster,Finger Lakes,43.2308728,-77.3892025
4/18/2024,Thursday,Retail Theft Event,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
4/18/2024,Thursday,Hispanic Federation Annual Gala ,American Museum of Natural History,"200 Central Park West, New York, NY",New York,New York,New York City,40.7813974,-73.9733215
4/19/2024,Friday,Cannabis Presser,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
4/20/2024,Saturday,Funeral Services for Syracuse Police Officer Michael Jensen,St. John’s the Baptist Church,"210 East Dominick Street, Rome, NY",Oneida,Rome,Mohawk Valley,43.2090577,-75.4537924
4/22/2024,Monday,Columbia University and Barnard College Hillel Visit,Columbia University and Barnard College Hillel,"606 West 115th Street, New York, NY",New York,New York,New York City,40.8074108,-73.9652704
4/22/2024,Monday,Visit CONBUD Cannabis Shop,CONBUD Cannabis Shop,"2412 Third Avenue, Bronx, NY",Bronx,Bronx,New York City,40.8540711,-73.8909451
4/22/2024,Monday,Visit Child Mind Institute,Child Mind Institute,"286 Malcolm X Boulevard, New York, NY",New York,New York,New York City,40.807238,-73.9455502
4/22/2024,Monday,Visit CUNY School of Public Health,CUNY School of Public Health,"55 West 125th Street , New York, NY",New York,New York,New York City,40.8074117,-73.9442088
4/22/2024,Monday,Visit 1408 Gourmet Deli,1408 Gourmet Deli,"1408 Saint Nicholas Avenue, New York, NY",New York,New York,New York City,40.8488581,-73.9338463
4/22/2024,Monday,Congregation Rodeph Sholom Virtual Passover Seder ,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
4/23/2024,Tuesday,Housing Rally,32BJ Auditorium,"25 West 18th Street, New York, NY",New York,New York,New York City,40.739384,-73.9931551
4/24/2024,Wednesday,Mental Health Press Event,Midtown Community Justice Center,"314 West 54th Street, New York, NY",New York,New York,New York City,40.7651117,-73.9852857
4/25/2024,Thursday,Greet President Biden,Hancock Field Air National Guard Base ,"6001 East Molloy Road, Syracuse, NY",Onondaga,Syracuse,Central New York,43.1027534,-76.1011529
4/25/2024,Thursday,Micron Announcement,Milton J. Rubenstein Museum of Science & Technology (MOST),"500 South Franklin Street,    Syracuse, NY",Onondaga,Syracuse,Central New York,43.0470782,-76.1553621
4/26/2024,Friday,“Back to Basics” Reading Event,Albany School of the Humanities,"108 Whitehall Road, Albany, NY",Albany,Albany,Capital Region,42.6417835,-73.7898055
4/30/2024,Tuesday,NGA Disability Including Workforce Conference Breakfast Reception,Executive Mansion,"138 Eagle Street, Albany, NY",Albany,Albany,Capital Region,42.6467004,-73.7608686
4/30/2024,Tuesday,Empire AI Event,Cornell Tech,"2 West Loop Road, New York, N",New York,New York,New York City,40.7553536,-73.9564818
5/1/2024,Wednesday,Retail Theft Budget Press Conference ,New York Law School,"185 West Broadway, New York, NY",New York,New York,New York City,40.71789375,-74.00681054
5/2/2024,Thursday,Maternal Health Event,Dodge YMCA,"225 Atlantic Avenue, Brooklyn, NY",Kings,Brooklyn,New York City,40.6895968,-73.9915352
5/3/2024,Friday,Higher Education Budget Press Conference,SUNY Farmingdale,"2350 Broadhollow Road, Farmingdale, NY",Suffolk,Farmingdale,Long Island,40.7534296,-73.4236044
5/3/2024,Friday,Tour Cold Spring Harbor Lab Construction Site,Cold Spring Harbor Lab,"1 Bungtown Road, Cold Spring Harbor, NY",Nassau,Cold Spring Harbor,Long Island,40.8577192,-73.4676329
5/3/2024,Friday,NYSUT Representative Assembly Opening General Session,New York Hilton Midtown,"1335 6th Avenue, New York, NY",New York,New York,New York City,40.762461,-73.979713
5/7/2024,Tuesday,New York State Police Officers Memorial ,Empire State Plaza ,"100 S Mall Arterial, Albany, NY 12242",Albany,Albany,Capital Region,42.6517957,-73.7619817
5/8/2024,Wednesday,Hate Crimes Roundtable ,"Governor's Office, NYC","633 3rd Avenue, New York, NY",New York,New York,New York City,40.7495075,-73.9746391
5/9/2024,Thursday,The Association of a Better New York Power Breakfast ,Cipriani 25 Broadway,"25 Broadway, New York, NY",New York,New York,New York City,40.7514708,-73.9772364
5/9/2024,Thursday,Sammy’s Law Event,M.S. 51 William Alexander,"350 5th Avenue, Brooklyn, NY",Kings,Brooklyn,New York City,40.6721814,-73.9844516
5/10/2024,Friday,Cannabis Press Conference,State Capitol,"State St. and, Washington Ave, Albany, NY 12224",Albany,Albany,Capital Region,42.691176,-73.824057
